character,count,selected_count,train_count,test_count,val_count,id
Sorceress (Dragon's Crown),90,76,61,8,7,3666
Katara,90,76,61,8,7,3667
Tsuwabuki Daigo,89,76,61,8,7,3668
Reizei Mako,88,76,61,8,7,3669
Sen (Granblue Fantasy),87,76,61,8,7,3670
Oyama Mahiro,86,76,61,8,7,3671
Crested Ibis (Kemono Friends),85,76,61,8,7,3672
Erebus,81,76,61,8,7,3673
Fuuchouin Kazuki,81,76,61,8,7,3674
Tamaki Ui,80,76,61,8,7,3675
Naruse Shiroha,80,76,61,8,7,3676
Snowsant,78,76,61,8,7,3677
Diesel (NIKKE),78,76,61,8,7,3678
Amajiki Tamaki,118,75,60,8,7,3679
Oichi (Sengoku Basara),115,75,60,8,7,3680
Miyamoto Rei,107,75,60,8,7,3681
Hibiki (Pokﾃｩmon),107,75,60,8,7,3682
Tayuya,106,75,60,8,7,3683
Suenaga Mirai,106,75,60,8,7,3684
Pomni,103,75,60,8,7,3685
Mutsunokami Yoshiyuki,102,75,60,8,7,3686
Houraiji Kyuushou,101,75,60,8,7,3687
Spinach Cookie,100,75,60,8,7,3688
Asirpa,100,75,60,8,7,3689
Kondo Isao,99,75,60,8,7,3690
Sakurano Kurimu,96,75,60,8,7,3691
Regulus Black,96,75,60,8,7,3692
Berserker (Sakata Kintoki),96,75,60,8,7,3693
Hibiki Wataru (Ensemble Stars!),95,75,60,8,7,3694
Kousetsu Samonji,94,75,60,8,7,3695
Yue (Arifureta Shokugyou de Sekai Saikyou),94,75,60,8,7,3696
Oryou (Koha-Ace),94,75,60,8,7,3697
Sajyou Manaka,93,75,60,8,7,3698
Flora (Winx Club),92,75,60,8,7,3699
Kumagawa Misogi,90,75,60,8,7,3700
Momota Kaito,89,75,60,8,7,3701
Wicke,89,75,60,8,7,3702
Akashi Kuniyuki,89,75,60,8,7,3703
Selvaria Bles,89,75,60,8,7,3704
Diabellstar the Black Witch,89,75,60,8,7,3705
Toudou Chise,89,75,60,8,7,3706
Ayabe Kihachirou,87,75,60,8,7,3707
Aura (Sousou no Frieren),87,75,60,8,7,3708
Yukinoshita Haruno,86,75,60,8,7,3709
Berserker (Chacha),86,75,60,8,7,3710
Haru Urara,85,75,60,8,7,3711
Gentle (Pretty Cure),85,75,60,8,7,3712
Hibana (Enen no Shoubotai),84,75,60,8,7,3713
Sakura Akari,84,75,60,8,7,3714
Hakamada Hinata,82,75,60,8,7,3715
Seele (Honkai Star Rail),81,75,60,8,7,3716
Yuna (Sword Art Online),81,75,60,8,7,3717
Samantha Samsung,81,75,60,8,7,3718
Ayanami (Kantai Collection),80,75,60,8,7,3719
Daitaku Helios,79,75,60,8,7,3720
Takatsuki Ichika,77,75,60,8,7,3721
Mogami Shizuka,77,75,60,8,7,3722
Legato Bluesummers,148,74,59,7,8,3723
Egypt,128,74,59,7,8,3724
Matsuno Ichimatsu,116,74,59,7,8,3725
Amaya Sheran Sharm,116,74,59,7,8,3726
Trigger (Zenless Zone Zero),111,74,59,7,8,3727
Cream Unicorn Cookie,107,74,59,7,8,3728
Revolver (Yu-Gi-Oh! VRAINS),106,74,59,7,8,3729
Vincent Nightray,103,74,59,7,8,3730
Ukitake Juushirou,100,74,59,7,8,3731
Onion (Pokﾃｩmon),99,74,59,7,8,3732
Harime Nui,98,74,59,7,8,3733
Jinshi,97,74,59,7,8,3734
Lyseria Christaria,97,74,59,7,8,3735
Jibril (No Game No Life),94,74,59,7,8,3736
Johnathan Mar,91,74,59,7,8,3737
Nerine (Shuffle!),91,74,59,7,8,3738
Yumeno Gentarou,88,74,59,7,8,3739
Solus (PA),87,74,59,7,8,3740
Reimi Sugimoto,87,74,59,7,8,3741
Unknown (Mystic Messenger),86,74,59,7,8,3742
Li Shen,86,74,59,7,8,3743
Archer (Napoleon Bonaparte),86,74,59,7,8,3744
Alban Knox,85,74,59,7,8,3745
Quinella,84,74,59,7,8,3746
Mew Zakuro,83,74,59,7,8,3747
Kunikida Doppo (Bungou Stray Dogs),83,74,59,7,8,3748
Miyafuji Yoshika,81,74,59,7,8,3749
Sinju,81,74,59,7,8,3750
Bronya Rand,81,74,59,7,8,3751
Portland,80,74,59,7,8,3752
Hiei (Azur Lane),79,74,59,7,8,3753
Ichinose Rika,78,74,59,7,8,3754
Colorado,78,74,59,7,8,3755
Minazuki (Kantai Collection),76,74,59,7,8,3756
Whislash,75,74,59,7,8,3757
Szayelaporro Granz,117,73,58,7,8,3758
Zarc,115,73,58,7,8,3759
Yotsuya Miko,111,73,58,7,8,3760
Hikari Saito,108,73,58,7,8,3761
Elsea de Lute Irma,106,73,58,7,8,3762
Oktavia von Seckendorff,105,73,58,7,8,3763
Shirayuki (Arknights),99,73,58,7,8,3764
Minaho Kazuto,98,73,58,7,8,3765
Ichii Tooru,93,73,58,7,8,3766
Rebecca (ONE PIECE),93,73,58,7,8,3767
Hikawa Iona,92,73,58,7,8,3768
Pink Pearl Voice,90,73,58,7,8,3769
Ichinose Kaede,90,73,58,7,8,3770
Tohzuki Suzuya,90,73,58,7,8,3771
Mina Tepes,89,73,58,7,8,3772
Galaco,89,73,58,7,8,3773
Naganuma-san,87,73,58,7,8,3774
Arthur (Mahoutsukai no Yakusoku),87,73,58,7,8,3775
Astarotte Ygvar,86,73,58,7,8,3776
Marth (Fire Emblem),85,73,58,7,8,3777
Bad End Happy,83,73,58,7,8,3778
Himeji Mizuki,83,73,58,7,8,3779
Lucia (Pangya!),82,73,58,7,8,3780
Plume (Arknights),82,73,58,7,8,3781
Germany (Female),82,73,58,7,8,3782
Kanzaki Aoi,81,73,58,7,8,3783
Rider (Noah),81,73,58,7,8,3784
M16A1 (Girls Frontline),81,73,58,7,8,3785
Hinokuma Ran,81,73,58,7,8,3786
Pozyomka,80,73,58,7,8,3787
Moon Cancer (Archetype Earth),80,73,58,7,8,3788
AK-15 (Girls Frontline),80,73,58,7,8,3789
Stella (Winx Club),80,73,58,7,8,3790
Sorai Saki,79,73,58,7,8,3791
Pamiat Merkuria,78,73,58,7,8,3792
Momoyama Mirai,77,73,58,7,8,3793
Massachusetts,76,73,58,7,8,3794
Yamiyono Moruru,76,73,58,7,8,3795
Ironmouse,76,73,58,7,8,3796
Donquixote Doflamingo,183,72,58,7,7,3797
Dracule Mihawk,165,72,58,7,7,3798
Ophelia (Pop'n Music),108,72,58,7,7,3799
Night (The Miyama-Uguisu Mansion Incident),105,72,58,7,7,3800
Nakajima Youko,104,72,58,7,7,3801
Mei Mei,104,72,58,7,7,3802
Chou'un Shiryuu,103,72,58,7,7,3803
Mutou Toru,102,72,58,7,7,3804
Matoba Seiji,101,72,58,7,7,3805
Yuki Onna (Nurarihyon),97,72,58,7,7,3806
Otomune Kozue,97,72,58,7,7,3807
Kawakami Sadayo,94,72,58,7,7,3808
Sistine Fibel,93,72,58,7,7,3809
Nekoyashiki Mayu,92,72,58,7,7,3810
Azuki Azusa,91,72,58,7,7,3811
Oshitari Yuushi,91,72,58,7,7,3812
Roxy Lalonde,90,72,58,7,7,3813
Juna Crawford,88,72,58,7,7,3814
Kei (Ken ga Kimi),88,72,58,7,7,3815
Luocha,87,72,58,7,7,3816
Kazama Ryouta,86,72,58,7,7,3817
Nicola Francesca,86,72,58,7,7,3818
Yuitsuka Inori,86,72,58,7,7,3819
Kisume,85,72,58,7,7,3820
Kiritani Haruka,85,72,58,7,7,3821
Nanami Kanata,84,72,58,7,7,3822
Hanasaki Miyabi,84,72,58,7,7,3823
Bishin,84,72,58,7,7,3824
Petra Gurin,82,72,58,7,7,3825
Momohime,82,72,58,7,7,3826
Lily (Spy Kyoushitsu),79,72,58,7,7,3827
Silva (Granblue Fantasy),78,72,58,7,7,3828
Ashley Graham,78,72,58,7,7,3829
Freminet,77,72,58,7,7,3830
Ambriel (Arknights),76,72,58,7,7,3831
Ethel (Xenoblade 3),76,72,58,7,7,3832
Hatakaze (Kantai Collection),75,72,58,7,7,3833
Assassin Paraiso,75,72,58,7,7,3834
Tatsuno Malm,75,72,58,7,7,3835
Croissant (Arknights),75,72,58,7,7,3836
Aoi (Ayakashi Koimeguri),74,72,58,7,7,3837
Hagoromo Kitsune,175,71,57,7,7,3838
Amaterasu,158,71,57,7,7,3839
Doudanuki Masakuni,118,71,57,7,7,3840
Shirou Kamui,115,71,57,7,7,3841
Hiei,106,71,57,7,7,3842
Shimizu Megumi,105,71,57,7,7,3843
Cinnamon Cookie,105,71,57,7,7,3844
Basil (Omori),104,71,57,7,7,3845
Yagami Iori,103,71,57,7,7,3846
Ishikirimaru,101,71,57,7,7,3847
Aoyagi Ritsuka,100,71,57,7,7,3848
Kirishiki Sunako,97,71,57,7,7,3849
Mizuki (DMMd),95,71,57,7,7,3850
Kishitani Shinra,94,71,57,7,7,3851
Minase Nayuki,94,71,57,7,7,3852
Ruler (James Moriarty),93,71,57,7,7,3853
Miura Haru,92,71,57,7,7,3854
Trey Clover,91,71,57,7,7,3855
China (Female),89,71,57,7,7,3856
Liliruca Arde,89,71,57,7,7,3857
Mukami Ruki,88,71,57,7,7,3858
The Candle Knight Viviana,87,71,57,7,7,3859
Sayo Samonji,86,71,57,7,7,3860
Evileye (Overlord),86,71,57,7,7,3861
Angelina Kudou Shields,86,71,57,7,7,3862
Hanemiya Kazutora,86,71,57,7,7,3863
Claire Redfield,86,71,57,7,7,3864
Mukami Yuuma,85,71,57,7,7,3865
Oginome Ringo,85,71,57,7,7,3866
Miyamura Miyako,81,71,57,7,7,3867
Cirno-nee,81,71,57,7,7,3868
Lan (Rinne no Lagrange),81,71,57,7,7,3869
Ohara Rinne,80,71,57,7,7,3870
Cliffheart,80,71,57,7,7,3871
Diane (Nanatsu no Taizai),80,71,57,7,7,3872
Dori,78,71,57,7,7,3873
Naruse Mio,78,71,57,7,7,3874
Kagami Sumika,78,71,57,7,7,3875
RO635,76,71,57,7,7,3876
Hitotsuyanagi Riri,76,71,57,7,7,3877
Otonose Kanade,76,71,57,7,7,3878
Crown (NIKKE),76,71,57,7,7,3879
Nelson,76,71,57,7,7,3880
Elsa the Fifth Spirit,75,71,57,7,7,3881
Ruler (Scathach Skadi),74,71,57,7,7,3882
Daring Tact,73,71,57,7,7,3883
Ibuki (Azur Lane),73,71,57,7,7,3884
Usopp,184,70,56,7,7,3885
Glaceon,165,70,56,7,7,3886
Gon Freecss,122,70,56,7,7,3887
Majima Goro,118,70,56,7,7,3888
Kibutsuji Muzan,107,70,56,7,7,3889
Herb Cookie,98,70,56,7,7,3890
Alkaid (For All Time),96,70,56,7,7,3891
Berserker (Hijikata Toshizou),96,70,56,7,7,3892
Avenger (Taira no Kagekiyo),94,70,56,7,7,3893
Amano Touko,93,70,56,7,7,3894
Etna,91,70,56,7,7,3895
Doujima Nanako,90,70,56,7,7,3896
Kuroba Saneaki,89,70,56,7,7,3897
Yaya (Kikou Shoujo wa Kizutsukanai),88,70,56,7,7,3898
Unno Rokurou,86,70,56,7,7,3899
Kenmochi Touya,84,70,56,7,7,3900
Kanbe Kotori,83,70,56,7,7,3901
Ninny Spangcole,81,70,56,7,7,3902
Busujima Mason Riou,81,70,56,7,7,3903
Justice Committee Club Member,81,70,56,7,7,3904
Endou Saya (Dagashi Kashi),81,70,56,7,7,3905
Athanasia De Alger Obelia,79,70,56,7,7,3906
Taikogane Sadamune,78,70,56,7,7,3907
Supergirl,78,70,56,7,7,3908
Martina (Dragon Quest XI),78,70,56,7,7,3909
Natalia (Idolmaster),77,70,56,7,7,3910
Shion (Tensei Shitara Slime Datta Ken),76,70,56,7,7,3911
Beehunter,76,70,56,7,7,3912
Luna Kindred,76,70,56,7,7,3913
Guizhong,76,70,56,7,7,3914
Adagaki Aki,76,70,56,7,7,3915
Aldora,74,70,56,7,7,3916
Mikado Nagi,74,70,56,7,7,3917
Shino (Mahoutsukai no Yakusoku),74,70,56,7,7,3918
Isonami (Kantai Collection),73,70,56,7,7,3919
Lucifer (Hazbin),157,69,55,7,7,3920
Mogami Kyoko,154,69,55,7,7,3921
Doma Umaru,128,69,55,7,7,3922
Integra Hellsing,120,69,55,7,7,3923
Masrur,108,69,55,7,7,3924
Noel Valmore,102,69,55,7,7,3925
Prompto Argentum,101,69,55,7,7,3926
Sucy Manbavaran,96,69,55,7,7,3927
Sohma Akito,94,69,55,7,7,3928
Giulio Di Bondone,93,69,55,7,7,3929
Leo Baskerville,90,69,55,7,7,3930
Nakagawa Kanon,90,69,55,7,7,3931
Aozora Hayato,90,69,55,7,7,3932
Reno,85,69,55,7,7,3933
Kamishiro Rize,85,69,55,7,7,3934
Nymph (Arknights),85,69,55,7,7,3935
Deedlit,84,69,55,7,7,3936
Shirogane Tsumugi,84,69,55,7,7,3937
Shigure Kokoro,83,69,55,7,7,3938
Luna Lovegood,83,69,55,7,7,3939
Assassin (Ushiwakamaru),83,69,55,7,7,3940
Layla (Sound Horizon),83,69,55,7,7,3941
Yomotsu Hisami,82,69,55,7,7,3942
AKAITO,82,69,55,7,7,3943
Nino (Arakawa),82,69,55,7,7,3944
Shin (Black Star),78,69,55,7,7,3945
Asahina Aoi,78,69,55,7,7,3946
Corin Wickes,78,69,55,7,7,3947
Luca (Yu-Gi-Oh! 5D's),78,69,55,7,7,3948
Hijiri Ageha,77,69,55,7,7,3949
Wiz (KonoSuba),76,69,55,7,7,3950
Daruizen,76,69,55,7,7,3951
Anchorage,76,69,55,7,7,3952
Amayadori Machi,75,69,55,7,7,3953
Kanzaki Hideri,73,69,55,7,7,3954
Kasumi Mahiru,73,69,55,7,7,3955
Katou Marika,73,69,55,7,7,3956
Kuroshio (Kantai Collection),72,69,55,7,7,3957
Ellen Baker,72,69,55,7,7,3958
Rindou (Black Star),72,69,55,7,7,3959
Hatsukaze (Kantai Collection),71,69,55,7,7,3960
Kyougoku Satsuki,70,69,55,7,7,3961
Jirachi,263,68,54,7,7,3962
Kent (AMNESIA),105,68,54,7,7,3963
Sieg (Fate/Apocrypha),102,68,54,7,7,3964
Kohinata Kanade,98,68,54,7,7,3965
Bokuto Koutarou,96,68,54,7,7,3966
Ichihara Nina,90,68,54,7,7,3967
Misaka Imouto,87,68,54,7,7,3968
Musashi (Pokﾃｩmon),86,68,54,7,7,3969
Kan'u Unchou (Koihime Musou),86,68,54,7,7,3970
Rider (Bartholomew Roberts),86,68,54,7,7,3971
Kanakubo Homare,86,68,54,7,7,3972
Homika,82,68,54,7,7,3973
Ootori Eiji,81,68,54,7,7,3974
Dazai Osamu (Bungou to Alchemist),81,68,54,7,7,3975
Fa Mulan (Disney),81,68,54,7,7,3976
Monaco,80,68,54,7,7,3977
Asuka (Senran Kagura),79,68,54,7,7,3978
Sakamoto Mio,78,68,54,7,7,3979
Ryuenji Tasuku,78,68,54,7,7,3980
Suzuki Jun,78,68,54,7,7,3981
Tamura Manami,76,68,54,7,7,3982
Yurizaki Mira,75,68,54,7,7,3983
Shylock,75,68,54,7,7,3984
Haramura Nodoka,75,68,54,7,7,3985
Amagi Hiiro,75,68,54,7,7,3986
Mercedes von Martlitz,75,68,54,7,7,3987
Kooh,74,68,54,7,7,3988
Tomoe (Queen's Blade),74,68,54,7,7,3989
Type 97 (Girls Frontline),73,68,54,7,7,3990
Five-seveN (Girls Frontline),73,68,54,7,7,3991
Terror (Azur Lane),73,68,54,7,7,3992
Littorio (Kantai Collection),71,68,54,7,7,3993
Oono Akira,71,68,54,7,7,3994
Mikuma (Kantai Collection),71,68,54,7,7,3995
Akagi-chan,71,68,54,7,7,3996
Eevee,326,67,54,7,6,3997
U-1146,148,67,54,7,6,3998
Ezio Auditore Da Firenze,133,67,54,7,6,3999
Mahito (Jujutsu Kaisen),116,67,54,7,6,4000
Satoshi (Pokﾃｩmon),111,67,54,7,6,4001
Sasaki Haise,108,67,54,7,6,4002
Saitou Yakumo,108,67,54,7,6,4003
Yoshida Hirofumi,107,67,54,7,6,4004
Sherlock Holmes (Character),103,67,54,7,6,4005
Suou Tatsuya,98,67,54,7,6,4006
Sasagawa Ryohei,96,67,54,7,6,4007
Ayn (For All Time),95,67,54,7,6,4008
Bradley (Mahoutsukai no Yakusoku),93,67,54,7,6,4009
Watatsuki no Yorihime,86,67,54,7,6,4010
Maria Mikhailovna Kujou,86,67,54,7,6,4011
Ebina Nana,84,67,54,7,6,4012
Khun Aguero Agnis,84,67,54,7,6,4013
Mizael,83,67,54,7,6,4014
Leonhardt (Arknights),80,67,54,7,6,4015
Scien Brofiise,80,67,54,7,6,4016
Al-Azif,79,67,54,7,6,4017
Mu-12,79,67,54,7,6,4018
Senko (Sewayaki Kitsune no Senko-san),77,67,54,7,6,4019
Ike,77,67,54,7,6,4020
Dante Falzone,77,67,54,7,6,4021
Kagari (Pokﾃｩmon),77,67,54,7,6,4022
Kusugawa Sasara,77,67,54,7,6,4023
Kuma Rintaro,76,67,54,7,6,4024
Hanazono Hakari,76,67,54,7,6,4025
Nao Mariota Pryderi,76,67,54,7,6,4026
Match Girl (SINoALICE),76,67,54,7,6,4027
Alisaie Leveilleur,76,67,54,7,6,4028
Seiran,75,67,54,7,6,4029
Hanaoka Yuzu,75,67,54,7,6,4030
Suzukaze (Kantai Collection),74,67,54,7,6,4031
Wiﾅ｡adel,74,67,54,7,6,4032
Furuhashi Fumino,72,67,54,7,6,4033
Futaba Akane,72,67,54,7,6,4034
Asami Onohara,71,67,54,7,6,4035
Emperor Penguin (Kemono Friends),71,67,54,7,6,4036
Surcouf (Azur Lane),70,67,54,7,6,4037
Sunny Milk,69,67,54,7,6,4038
Maikaze (Kantai Collection),69,67,54,7,6,4039
Futaba Natsuho,67,67,54,7,6,4040
Luka Crosszeria,130,66,53,7,6,4041
Itoshiki Nozomu,116,66,53,7,6,4042
Yakushi Kabuto,112,66,53,7,6,4043
Arietta Elfinrine,104,66,53,7,6,4044
Nikolai Gogol (Bungou Stray Dogs),95,66,53,7,6,4045
Murasaki Shizuku,95,66,53,7,6,4046
Tuxedo Kamen,92,66,53,7,6,4047
Yogi,92,66,53,7,6,4048
Broly,91,66,53,7,6,4049
Tail Red,91,66,53,7,6,4050
El,90,66,53,7,6,4051
Lagi El Nagil,89,66,53,7,6,4052
Lara Croft,89,66,53,7,6,4053
Isayama Yomi,86,66,53,7,6,4054
Angelya (Wakfu),86,66,53,7,6,4055
Bilal Asad Ithnan Faranbald,86,66,53,7,6,4056
Scotland,85,66,53,7,6,4057
Mew Pudding,84,66,53,7,6,4058
Leila Malcal,83,66,53,7,6,4059
Kaguya Hime (SINoALICE),83,66,53,7,6,4060
Iris (Mega Man X),82,66,53,7,6,4061
Akashiya Moka (Vampire),82,66,53,7,6,4062
Lucas Proust,80,66,53,7,6,4063
Provence,79,66,53,7,6,4064
Poison Ivy,78,66,53,7,6,4065
Cartethyia,78,66,53,7,6,4066
Rider (Carmilla),78,66,53,7,6,4067
Kirihara Atom,77,66,53,7,6,4068
Kyouka (Princess Connect),75,66,53,7,6,4069
Kurugaya Yuiko,73,66,53,7,6,4070
Udagawa Tomoe,73,66,53,7,6,4071
Ebisuzawa Kurumi,72,66,53,7,6,4072
Lynette Bishop,72,66,53,7,6,4073
Cesario (Uma Musume),72,66,53,7,6,4074
Moira (VTuber),70,66,53,7,6,4075
Tamade Chiyu,69,66,53,7,6,4076
Berserker (Sei Shounagon),69,66,53,7,6,4077
Rider (Andromeda),67,66,53,7,6,4078
Mari (Omori),115,65,52,6,7,4079
Tyki Mikk,112,65,52,6,7,4080
Cagalli Yula Athha,101,65,52,6,7,4081
Alice (Deemo),100,65,52,6,7,4082
Takenaka Hanbei (Sengoku Basara),86,65,52,6,7,4083
Arsﾃｨne Lupin (Code: Realize),86,65,52,6,7,4084
Marik Ishtar,86,65,52,6,7,4085
Osanai Yuki,85,65,52,6,7,4086
Akaba Ray,84,65,52,6,7,4087
Yennefer of Vengerberg,83,65,52,6,7,4088
Akame (Akame ga Kill!),83,65,52,6,7,4089
Miketsukami Soushi,82,65,52,6,7,4090
Shirayuki Mizore,81,65,52,6,7,4091
Imayoshi Shouichi,81,65,52,6,7,4092
Defoko,81,65,52,6,7,4093
Julius Fortner,80,65,52,6,7,4094
Chasca,80,65,52,6,7,4095
Zatsune Miku,80,65,52,6,7,4096
Kurosawa Rin,79,65,52,6,7,4097
Assassin (Fuuma Kotarou),78,65,52,6,7,4098
Musse Egret,78,65,52,6,7,4099
Leizi,77,65,52,6,7,4100
Kishido Temma,77,65,52,6,7,4101
Kiseki Raki,77,65,52,6,7,4102
Oogami Kouga,76,65,52,6,7,4103
Narukami Arashi,76,65,52,6,7,4104
Ayase Seiko,76,65,52,6,7,4105
Sanzenin Nagi,75,65,52,6,7,4106
Blue Mary,75,65,52,6,7,4107
Mima,75,65,52,6,7,4108
Erika (Pokﾃｩmon),74,65,52,6,7,4109
Veliona,74,65,52,6,7,4110
Chika Komari,74,65,52,6,7,4111
Fubuki (Azur Lane),73,65,52,6,7,4112
Ashihara Chihiro,73,65,52,6,7,4113
Hinomori Shizuku,73,65,52,6,7,4114
Matsuno Chifuyu,72,65,52,6,7,4115
Courier (Arknights),72,65,52,6,7,4116
Daiba Nana,72,65,52,6,7,4117
Elma (Kobayashi-san Chi no Maid Dragon),70,65,52,6,7,4118
Aketa Mikoto,70,65,52,6,7,4119
Fujimiya Kaori,69,65,52,6,7,4120
Eternity Larva,69,65,52,6,7,4121
Mochizuki (Kantai Collection),69,65,52,6,7,4122
Yomi (Senran Kagura),68,65,52,6,7,4123
Neo Universe,65,65,52,6,7,4124
Soul Eater Evans,110,64,51,6,7,4125
Beta (Inazuma Eleven GO),105,64,51,6,7,4126
Jiraiya,104,64,51,6,7,4127
Fan Character,100,64,51,6,7,4128
Yone (League Of Legends),100,64,51,6,7,4129
Kevin Kaslana,92,64,51,6,7,4130
Monet (ONE PIECE),90,64,51,6,7,4131
Placido,89,64,51,6,7,4132
Lust (FMA),88,64,51,6,7,4133
Aak,88,64,51,6,7,4134
Sakayanagi Arisu,87,64,51,6,7,4135
Leonardo Watch,87,64,51,6,7,4136
Vivy (Character),85,64,51,6,7,4137
Tian-zi,85,64,51,6,7,4138
Sango,82,64,51,6,7,4139
Myne (Honzuki no Gekokujou),81,64,51,6,7,4140
Nile (Doubutsu no Mori),81,64,51,6,7,4141
Ash Lynx,81,64,51,6,7,4142
Logos (Arknights),79,64,51,6,7,4143
Riquet,79,64,51,6,7,4144
Amagi Rinne,78,64,51,6,7,4145
Kohaku (Dr. STONE),77,64,51,6,7,4146
Fear Kubrick,77,64,51,6,7,4147
Elise,77,64,51,6,7,4148
Ray (Arknights),74,64,51,6,7,4149
ﾃ・clair Martinozzi,73,64,51,6,7,4150
Jamil (Granblue Fantasy),73,64,51,6,7,4151
Kefla,71,64,51,6,7,4152
Shouhou (Kantai Collection),71,64,51,6,7,4153
Hatsuharu (Kantai Collection),71,64,51,6,7,4154
Nagase Minato,71,64,51,6,7,4155
Nightingale (Santa),70,64,51,6,7,4156
Machita Chima,70,64,51,6,7,4157
Flametail,69,64,51,6,7,4158
Liliya Olenyeva,69,64,51,6,7,4159
Harukaze (Kantai Collection),69,64,51,6,7,4160
Fusou (Azur Lane),69,64,51,6,7,4161
Noel (Sora no Method),68,64,51,6,7,4162
Lancer (Britomart),68,64,51,6,7,4163
Eirik (Fire Emblem),68,64,51,6,7,4164
Mao (Pokﾃｩmon),67,64,51,6,7,4165
TAR-21 (Girls Frontline),66,64,51,6,7,4166
Nase Hiroomi,66,64,51,6,7,4167
Vodka (Uma Musume),65,64,51,6,7,4168
Sunohara Kokona,65,64,51,6,7,4169
Furen E Lustario,65,64,51,6,7,4170
Yasuo,150,63,50,6,7,4171
Reiner Braun,108,63,50,6,7,4172
Johnny Joestar,105,63,50,6,7,4173
RockMan (Character),101,63,50,6,7,4174
Midousuji Akira,90,63,50,6,7,4175
Cuddles (HTF),90,63,50,6,7,4176
Baam,90,63,50,6,7,4177
Kiibo (New Danganronpa V3),89,63,50,6,7,4178
Ragna the Bloodedge,87,63,50,6,7,4179
Iruma Jyuto,85,63,50,6,7,4180
Nishikage Seiya,85,63,50,6,7,4181
Tenjouin Fubuki,84,63,50,6,7,4182
Kukuchi Heisuke,82,63,50,6,7,4183
Orlok,80,63,50,6,7,4184
Shidou Mariya,79,63,50,6,7,4185
Minamoto Chizuru,78,63,50,6,7,4186
Hanazono Karin,78,63,50,6,7,4187
Meiou Setsuna,77,63,50,6,7,4188
Eri (Boku no Hero Academia),77,63,50,6,7,4189
Urushibara Ruka,76,63,50,6,7,4190
Catherine (Character),76,63,50,6,7,4191
Jolly (Arcana Famiglia),76,63,50,6,7,4192
Inukai Iroha,74,63,50,6,7,4193
Mika (GIRLS und PANZER),74,63,50,6,7,4194
Celes Chere,74,63,50,6,7,4195
Arle Nadja,73,63,50,6,7,4196
Haku (P&D),73,63,50,6,7,4197
Asakura Otome,73,63,50,6,7,4198
Kenzaki Tsurugi,72,63,50,6,7,4199
Kumashiro Maya,71,63,50,6,7,4200
Houshou Hanon,71,63,50,6,7,4201
Ingrid Brandol Galatea,71,63,50,6,7,4202
Nina Williams,71,63,50,6,7,4203
Pope Johanna,71,63,50,6,7,4204
Sakasaki Natsume,71,63,50,6,7,4205
Kanzaki Kaori,71,63,50,6,7,4206
Zani,70,63,50,6,7,4207
Zen (Mystic Messenger),70,63,50,6,7,4208
Lillia (League Of Legends),70,63,50,6,7,4209
Ristarte,69,63,50,6,7,4210
Ronye Arabel,69,63,50,6,7,4211
Uzen Kyouka,68,63,50,6,7,4212
Nogi Sonoko,68,63,50,6,7,4213
Narita Brian,67,63,50,6,7,4214
Senju Muramasa,67,63,50,6,7,4215
Maya (Azur Lane),65,63,50,6,7,4216
Kurosaki Chitose,65,63,50,6,7,4217
Waraku Chise,64,63,50,6,7,4218
Melona,64,63,50,6,7,4219
Beelzebub (Yondemasuyo Azazel-san),118,62,50,6,6,4220
Prosciutto,96,62,50,6,6,4221
Ymir (Shingeki no Kyojin),95,62,50,6,6,4222
Zack Fair,93,62,50,6,6,4223
Black Tiger,93,62,50,6,6,4224
Night Elf,91,62,50,6,6,4225
Leona (League of Legends),90,62,50,6,6,4226
Mine Fujiko,88,62,50,6,6,4227
Lu Xun,85,62,50,6,6,4228
Ootengu (Onmyoji),85,62,50,6,6,4229
Carly Nagisa,82,62,50,6,6,4230
Necro (Ch@r),82,62,50,6,6,4231
Chouno Hina,81,62,50,6,6,4232
Assassin (Huyan Zhuo),81,62,50,6,6,4233
Rider (Alexander),81,62,50,6,6,4234
Rixia Mao,80,62,50,6,6,4235
Yamada Anna,80,62,50,6,6,4236
Chi-Chi,79,62,50,6,6,4237
Nepgear (Choujigen Game Neptune),78,62,50,6,6,4238
Otegine,77,62,50,6,6,4239
Usuta Sumire,77,62,50,6,6,4240
Yuna (Kuma Kuma Kuma Bear),75,62,50,6,6,4241
Kohinata Miku,75,62,50,6,6,4242
Virgilia,73,62,50,6,6,4243
Shinkai Kanata,71,62,50,6,6,4244
Sakuramori Kaori,71,62,50,6,6,4245
Muso Jin,71,62,50,6,6,4246
Yagyuu (Senran Kagura),71,62,50,6,6,4247
Nijou Aki,71,62,50,6,6,4248
Remon Yakishio,70,62,50,6,6,4249
Pharah,70,62,50,6,6,4250
Terraria (PA),70,62,50,6,6,4251
Arthur Alter,70,62,50,6,6,4252
Ichinose Hajime,70,62,50,6,6,4253
Caster (Fate/Prototype: Sougin no Fragments),70,62,50,6,6,4254
Aijou Karen,68,62,50,6,6,4255
Fennec (Kemono Friends),68,62,50,6,6,4256
Kobayakawa Takakage,67,62,50,6,6,4257
High Priestess,67,62,50,6,6,4258
Li Sushang,67,62,50,6,6,4259
Leina Vance,67,62,50,6,6,4260
Izumo Kasumi (VTuber),66,62,50,6,6,4261
Swiftsure,66,62,50,6,6,4262
Rider (Murasaki Shikibu),66,62,50,6,6,4263
